u,w,shift_x,shift_y,align,n_on_top,n_clash,min_r_Hf_Sr,O_O_stack,d_min
0.7273,0.6000,1.4901,3.3607,0.1479,2,12,0.4425,5,2.2751
0.7273,0.6182,1.4584,3.4241,0.1514,2,13,0.4618,4,2.2866
0.7273,0.6364,1.4267,3.4876,0.1544,3,13,0.4325,5,2.3002
0.7273,0.6545,1.3950,3.5510,0.1569,3,14,0.4133,5,2.3159
0.7273,0.6727,1.3633,3.6144,0.1590,3,15,0.4055,5,2.3204
0.7273,0.6909,1.3316,3.6778,0.1607,3,15,0.3536,5,2.3105
0.7273,0.7091,1.2999,3.7412,0.1621,3,16,0.3094,4,2.3028
0.7273,0.7273,1.2682,3.8046,0.1634,2,17,0.2766,4,2.2972
0.7273,0.7455,1.2365,3.8680,0.1646,3,17,0.2594,4,2.2939
0.7273,0.7636,1.2048,3.9314,0.1660,2,17,0.2610,5,2.2927
0.7273,0.7818,1.1731,3.9948,0.1677,3,18,0.2811,5,2.2937
0.7273,0.8000,1.1414,4.0582,0.1698,4,18,0.3162,5,2.2969
0.7273,0.8182,1.1097,4.1217,0.1721,4,17,0.3619,6,2.3022
0.7273,0.8364,1.0780,4.1851,0.1745,3,18,0.4148,6,2.3098
0.7273,0.8545,1.0463,4.2485,0.1768,3,18,0.4724,6,2.3195
0.7273,0.8727,1.0146,4.3119,0.1788,4,18,0.5332,5,2.3173
0.7273,0.8909,0.9829,4.3753,0.1804,4,16,0.5811,5,2.3014
0.7273,0.9091,0.9512,4.4387,0.1813,4,16,0.6018,5,2.2876
0.7273,0.9273,0.9194,4.5021,0.1813,4,15,0.6298,6,2.2760
0.7273,0.9455,0.8877,4.5655,0.1804,4,15,0.6300,5,2.2665
0.7273,0.9636,0.8560,4.6289,0.1787,4,15,0.5597,5,2.2592
0.7273,0.9818,0.8243,4.6923,0.1760,3,15,0.4896,5,2.2541
0.7455,0.0000,2.5998,1.2999,0.1688,3,15,0.4126,6,2.2538
0.7455,0.0182,2.5681,1.3633,0.1647,3,14,0.3417,5,2.2531
0.7455,0.0364,2.5364,1.4267,0.1603,3,14,0.2708,4,2.2547
0.7455,0.0545,2.5047,1.4901,0.1558,3,14,0.2000,4,2.2585
0.7455,0.0727,2.4730,1.5535,0.1515,2,16,0.1291,5,2.2645
0.7455,0.0909,2.4413,1.6170,0.1476,2,17,0.0584,5,2.2728
0.7455,0.1091,2.4096,1.6804,0.1440,2,17,0.0143,5,2.2832
0.7455,0.1273,2.3779,1.7438,0.1409,3,17,0.0840,5,2.2957
0.7455,0.1455,2.3462,1.8072,0.1383,3,16,0.1547,4,2.3103
0.7455,0.1636,2.3145,1.8706,0.1363,2,16,0.1738,4,2.3137
0.7455,0.1818,2.2828,1.9340,0.1346,2,16,0.1548,4,2.3027
0.7455,0.2000,2.2511,1.9974,0.1331,2,16,0.1665,5,2.2939
0.7455,0.2182,2.2194,2.0608,0.1318,2,15,0.2039,5,2.2872
0.7455,0.2364,2.1876,2.1242,0.1305,2,13,0.2559,5,2.2827
0.7455,0.2545,2.1559,2.1876,0.1293,2,13,0.3153,6,2.2804
0.7455,0.2727,2.1242,2.2511,0.1280,2,11,0.3787,5,2.2804
0.7455,0.2909,2.0925,2.3145,0.1269,2,11,0.4444,5,2.2825
0.7455,0.3091,2.0608,2.3779,0.1257,2,11,0.4511,5,2.2868
0.7455,0.3273,2.0291,2.4413,0.1246,2,13,0.3802,5,2.2933
0.7455,0.3455,1.9974,2.5047,0.1235,2,13,0.3094,4,2.3019
0.7455,0.3636,1.9657,2.5681,0.1227,2,14,0.2385,4,2.3127
0.7455,0.3818,1.9340,2.6315,0.1223,1,15,0.1677,4,2.3116
0.7455,0.4000,1.9023,2.6949,0.1222,1,15,0.0971,6,2.2968
0.7455,0.4182,1.8706,2.7583,0.1225,1,15,0.0278,5,2.2841
0.7455,0.4364,1.8389,2.8217,0.1233,1,15,0.0465,5,2.2735
0.7455,0.4545,1.8072,2.8852,0.1248,1,14,0.1167,5,2.2652
0.7455,0.4727,1.7755,2.9486,0.1268,1,14,0.1874,5,2.2589
0.7455,0.4909,1.7438,3.0120,0.1297,1,13,0.1656,5,2.2550
0.7455,0.5091,1.7121,3.0754,0.1331,1,14,0.1605,5,2.2532
0.7455,0.5273,1.6804,3.1388,0.1370,1,14,0.1848,5,2.2537
0.7455,0.5455,1.6487,3.2022,0.1412,2,13,0.2294,5,2.2564
0.7455,0.5636,1.6170,3.2656,0.1455,2,13,0.2848,5,2.2613
0.7455,0.5818,1.5853,3.3290,0.1499,2,12,0.3459,5,2.2684
0.7455,0.6000,1.5535,3.3924,0.1541,3,13,0.4102,5,2.2777
0.7455,0.6182,1.5218,3.4558,0.1578,3,13,0.4763,5,2.2892
0.7455,0.6364,1.4901,3.5193,0.1611,3,15,0.4996,6,2.3027
0.7455,0.6545,1.4584,3.5827,0.1638,3,15,0.4831,5,2.3184
0.7455,0.6727,1.4267,3.6461,0.1658,3,15,0.4538,5,2.3080
0.7455,0.6909,1.3950,3.7095,0.1673,3,16,0.4082,5,2.2981
0.7455,0.7091,1.3633,3.7729,0.1683,3,16,0.3706,4,2.2903
0.7455,0.7273,1.3316,3.8363,0.1691,3,16,0.3436,4,2.2847
0.7455,0.7455,1.2999,3.8997,0.1696,3,16,0.3299,4,2.2813
0.7455,0.7636,1.2682,3.9631,0.1702,1,18,0.3312,5,2.2801
0.7455,0.7818,1.2365,4.0265,0.1708,3,18,0.3473,5,2.2811
0.7455,0.8000,1.2048,4.0899,0.1719,3,18,0.3763,5,2.2843
0.7455,0.8182,1.1731,4.1534,0.1733,4,18,0.4154,5,2.2897
0.7455,0.8364,1.1414,4.2168,0.1748,3,18,0.4622,5,2.2973
0.7455,0.8545,1.1097,4.2802,0.1762,3,18,0.4939,5,2.3071
0.7455,0.8727,1.0780,4.3436,0.1775,4,18,0.4982,5,2.3189
0.7455,0.8909,1.0463,4.4070,0.1785,4,17,0.5125,5,2.3040
0.7455,0.9091,1.0146,4.4704,0.1788,4,16,0.5358,5,2.2902
0.7455,0.9273,0.9829,4.5338,0.1785,4,16,0.5671,4,2.2786
0.7455,0.9455,0.9512,4.5972,0.1773,4,15,0.6051,5,2.2691
0.7455,0.9636,0.9194,4.6606,0.1752,3,14,0.5544,5,2.2618
0.7455,0.9818,0.8877,4.7240,0.1723,3,14,0.4835,6,2.2567
0.7636,0.0000,2.6632,1.3316,0.1638,3,14,0.4176,6,2.2586
0.7636,0.0182,2.6315,1.3950,0.1596,3,14,0.3477,5,2.2580
0.7636,0.0364,2.5998,1.4584,0.1551,3,13,0.2783,4,2.2595
0.7636,0.0545,2.5681,1.5218,0.1505,2,14,0.2100,4,2.2633
0.7636,0.0727,2.5364,1.5853,0.1461,2,15,0.1442,4,2.2693
0.7636,0.0909,2.5047,1.6487,0.1419,1,14,0.0867,5,2.2775
0.7636,0.1091,2.4730,1.7121,0.1381,1,15,0.0657,5,2.2879
0.7636,0.1273,2.4413,1.7755,0.1349,2,15,0.1056,5,2.3004
0.7636,0.1455,2.4096,1.8389,0.1323,3,15,0.1675,4,2.3150
0.7636,0.1636,2.3779,1.9023,0.1303,2,15,0.1155,4,2.3035
0.7636,0.1818,2.3462,1.9657,0.1288,2,15,0.0841,4,2.2924
0.7636,0.2000,2.3145,2.0291,0.1277,2,15,0.1042,5,2.2836
0.7636,0.2182,2.2828,2.0925,0.1268,2,15,0.1571,6,2.2769
0.7636,0.2364,2.2511,2.1559,0.1262,2,13,0.2204,6,2.2723
0.7636,0.2545,2.2194,2.2194,0.1258,2,13,0.2873,6,2.2700
0.7636,0.2727,2.1876,2.2828,0.1255,2,13,0.3557,5,2.2700
0.7636,0.2909,2.1559,2.3462,0.1253,2,11,0.4249,5,2.2721
0.7636,0.3091,2.1242,2.4096,0.1251,2,12,0.4550,5,2.2764
0.7636,0.3273,2.0925,2.4730,0.1249,2,12,0.3848,4,2.2829
0.7636,0.3455,2.0608,2.5364,0.1249,2,13,0.3150,4,2.2916
0.7636,0.3636,2.0291,2.5998,0.1250,2,13,0.2458,5,2.3025
0.7636,0.3818,1.9974,2.6632,0.1252,1,14,0.1779,5,2.3154
0.7636,0.4000,1.9657,2.7266,0.1257,2,15,0.1137,6,2.3016
0.7636,0.4182,1.9340,2.7900,0.1266,2,15,0.0654,6,2.2889
0.7636,0.4364,1.9023,2.8535,0.1278,2,15,0.0753,5,2.2783
0.7636,0.4545,1.8706,2.9169,0.1295,3,15,0.1308,4,2.2699
0.7636,0.4727,1.8389,2.9803,0.1317,2,15,0.1472,4,2.2638
0.7636,0.4909,1.8072,3.0437,0.1347,1,15,0.0997,5,2.2598
0.7636,0.5091,1.7755,3.1071,0.1382,1,14,0.0910,5,2.2580
0.7636,0.5273,1.7438,3.1705,0.1422,1,14,0.1291,6,2.2585
0.7636,0.5455,1.7121,3.2339,0.1465,2,14,0.1874,5,2.2612
0.7636,0.5636,1.6804,3.2973,0.1510,2,14,0.2522,5,2.2661
0.7636,0.5818,1.6487,3.3607,0.1556,3,14,0.3196,5,2.2732
0.7636,0.6000,1.6170,3.4241,0.1600,3,14,0.3883,5,2.2825
0.7636,0.6182,1.5853,3.4876,0.1639,3,13,0.4576,5,2.2939
0.7636,0.6364,1.5535,3.5510,0.1672,3,14,0.5274,6,2.3075
0.7636,0.6545,1.5218,3.6144,0.1699,3,15,0.5532,6,2.3098
0.7636,0.6727,1.4901,3.6778,0.1718,3,15,0.5075,6,2.2977
0.7636,0.6909,1.4584,3.7412,0.1730,3,15,0.4672,5,2.2877
0.7636,0.7091,1.4267,3.8046,0.1736,3,16,0.4347,4,2.2799
0.7636,0.7273,1.3950,3.8680,0.1737,4,16,0.4119,4,2.2743
0.7636,0.7455,1.3633,3.9314,0.1736,4,17,0.4006,4,2.2709
0.7636,0.7636,1.3316,3.9948,0.1733,3,17,0.4017,5,2.2697
0.7636,0.7818,1.2999,4.0582,0.1730,4,17,0.4150,5,2.2707
0.7636,0.8000,1.2682,4.1217,0.1729,3,19,0.4395,5,2.2740
0.7636,0.8182,1.2365,4.1851,0.1732,3,17,0.4477,5,2.2794
0.7636,0.8364,1.2048,4.2485,0.1737,4,17,0.4297,5,2.2870
0.7636,0.8545,1.1731,4.3119,0.1743,4,17,0.4230,6,2.2968
0.7636,0.8727,1.1414,4.3753,0.1749,4,17,0.4281,6,2.3087
0.7636,0.8909,1.1097,4.4387,0.1751,4,15,0.4446,5,2.3087
0.7636,0.9091,1.0780,4.5021,0.1750,4,16,0.4712,5,2.2949
0.7636,0.9273,1.0463,4.5655,0.1742,3,15,0.5065,4,2.2833
0.7636,0.9455,1.0146,4.6289,0.1727,3,15,0.5487,5,2.2739
0.7636,0.9636,0.9829,4.6923,0.1704,3,14,0.5581,6,2.2666
0.7636,0.9818,0.9512,4.7558,0.1674,3,14,0.4877,6,2.2615
0.7818,0.0000,2.7266,1.3633,0.1580,3,13,0.4342,6,2.2656
0.7818,0.0182,2.6949,1.4267,0.1539,3,14,0.3675,5,2.2650
0.7818,0.0364,2.6632,1.4901,0.1495,2,12,0.3027,5,2.2666
0.7818,0.0545,2.6315,1.5535,0.1451,2,13,0.2414,5,2.2704
0.7818,0.0727,2.5998,1.6170,0.1407,2,14,0.1869,4,2.2763
0.7818,0.0909,2.5681,1.6804,0.1366,1,14,0.1473,4,2.2845
0.7818,0.1091,2.5364,1.7438,0.1328,1,14,0.1359,5,2.2949
0.7818,0.1273,2.5047,1.8072,0.1296,1,14,0.1591,4,2.3073
0.7818,0.1455,2.4730,1.8706,0.1272,1,14,0.1511,4,2.3085
0.7818,0.1636,2.4413,1.9340,0.1253,1,15,0.0806,4,2.2954
0.7818,0.1818,2.4096,1.9974,0.1241,1,16,0.0154,4,2.2843
0.7818,0.2000,2.3779,2.0608,0.1234,1,15,0.0634,6,2.2754
0.7818,0.2182,2.3462,2.1242,0.1231,1,15,0.1337,6,2.2687
0.7818,0.2364,2.3145,2.1876,0.1232,2,14,0.2043,6,2.2641
0.7818,0.2545,2.2828,2.2511,0.1235,2,13,0.2751,6,2.2618
0.7818,0.2727,2.2511,2.3145,0.1242,2,13,0.3460,5,2.2617
0.7818,0.2909,2.2194,2.3779,0.1250,2,14,0.4168,5,2.2639
0.7818,0.3091,2.1876,2.4413,0.1258,2,11,0.4696,4,2.2682
0.7818,0.3273,2.1559,2.5047,0.1266,2,12,0.4020,4,2.2747
0.7818,0.3455,2.1242,2.5681,0.1275,2,12,0.3358,5,2.2835
0.7818,0.3636,2.0925,2.6315,0.1285,2,12,0.2719,5,2.2944
0.7818,0.3818,2.0608,2.6949,0.1295,2,13,0.2126,6,2.3074
0.7818,0.4000,2.0291,2.7583,0.1306,2,16,0.1627,6,2.3085
0.7818,0.4182,1.9974,2.8217,0.1319,2,16,0.1335,6,2.2958
0.7818,0.4364,1.9657,2.8852,0.1334,2,16,0.1387,4,2.2853
0.7818,0.4545,1.9340,2.9486,0.1352,2,16,0.1751,4,2.2769
0.7818,0.4727,1.9023,3.0120,0.1376,3,16,0.1193,4,2.2708
0.7818,0.4909,1.8706,3.0754,0.1404,2,16,0.0501,5,2.2668
0.7818,0.5091,1.8389,3.1388,0.1438,2,16,0.0292,5,2.2651
0.7818,0.5273,1.8072,3.2022,0.1477,1,16,0.0961,6,2.2655
0.7818,0.5455,1.7755,3.2656,0.1520,2,15,0.1664,6,2.2682
0.7818,0.5636,1.7438,3.3290,0.1564,3,14,0.2370,5,2.2731
0.7818,0.5818,1.7121,3.3924,0.1610,3,14,0.3078,5,2.2802
0.7818,0.6000,1.6804,3.4558,0.1653,3,14,0.3786,5,2.2894
0.7818,0.6182,1.6487,3.5193,0.1692,3,14,0.4494,5,2.3008
0.7818,0.6364,1.6170,3.5827,0.1724,3,14,0.5203,6,2.3144
0.7818,0.6545,1.5853,3.6461,0.1750,3,14,0.5911,6,2.3017
0.7818,0.6727,1.5535,3.7095,0.1767,4,15,0.5650,6,2.2895
0.7818,0.6909,1.5218,3.7729,0.1775,4,16,0.5291,6,2.2796
0.7818,0.7091,1.4901,3.8363,0.1777,4,16,0.5006,4,2.2717
0.7818,0.7273,1.4584,3.8997,0.1772,4,18,0.4810,4,2.2661
0.7818,0.7455,1.4267,3.9631,0.1763,4,18,0.4713,4,2.2627
0.7818,0.7636,1.3950,4.0265,0.1751,3,18,0.4722,4,2.2615
0.7818,0.7818,1.3633,4.0899,0.1740,4,18,0.4552,5,2.2625
0.7818,0.8000,1.3316,4.1534,0.1729,3,18,0.4139,5,2.2657
0.7818,0.8182,1.2999,4.2168,0.1719,3,17,0.3814,6,2.2712
0.7818,0.8364,1.2682,4.2802,0.1715,2,18,0.3601,6,2.2788
0.7818,0.8545,1.2365,4.3436,0.1712,3,17,0.3521,6,2.2886
0.7818,0.8727,1.2048,4.4070,0.1709,3,16,0.3582,6,2.3006
0.7818,0.8909,1.1731,4.4704,0.1705,3,16,0.3777,5,2.3147
0.7818,0.9091,1.1414,4.5338,0.1698,3,16,0.4088,4,2.3019
0.7818,0.9273,1.1097,4.5972,0.1686,3,15,0.4490,4,2.2903
0.7818,0.9455,1.0780,4.6606,0.1669,3,15,0.4961,4,2.2808
0.7818,0.9636,1.0463,4.7240,0.1646,3,15,0.5132,6,2.2736
0.7818,0.9818,1.0146,4.7875,0.1616,3,13,0.5020,6,2.2685
0.8000,0.0000,2.7900,1.3950,0.1517,2,12,0.4612,6,2.2749
0.8000,0.0182,2.7583,1.4584,0.1480,2,12,0.3991,5,2.2742
0.8000,0.0364,2.7266,1.5218,0.1439,2,12,0.3404,5,2.2758
0.8000,0.0545,2.6949,1.5853,0.1398,2,13,0.2872,5,2.2796
0.8000,0.0727,2.6632,1.6487,0.1357,1,13,0.2432,5,2.2855
0.8000,0.0909,2.6315,1.7121,0.1319,1,14,0.2142,5,2.2937
0.8000,0.1091,2.5998,1.7755,0.1284,1,14,0.2066,4,2.3040
0.8000,0.1273,2.5681,1.8389,0.1255,1,14,0.2226,4,2.3164
0.8000,0.1455,2.5364,1.9023,0.1232,1,14,0.1614,4,2.3026
0.8000,0.1636,2.5047,1.9657,0.1216,0,14,0.0986,4,2.2894
0.8000,0.1818,2.4730,2.0291,0.1208,0,14,0.0588,5,2.2783
0.8000,0.2000,2.4413,2.0925,0.1205,1,14,0.0851,6,2.2694
0.8000,0.2182,2.4096,2.1559,0.1208,1,14,0.1452,6,2.2626
0.8000,0.2364,2.3779,2.2194,0.1216,2,13,0.2121,6,2.2581
0.8000,0.2545,2.3462,2.2828,0.1227,2,12,0.2809,6,2.2558
0.8000,0.2727,2.3145,2.3462,0.1242,2,12,0.3506,4,2.2557
0.8000,0.2909,2.2828,2.4096,0.1260,2,12,0.4207,4,2.2578
0.8000,0.3091,2.2511,2.4730,0.1278,2,11,0.4855,4,2.2622
0.8000,0.3273,2.2194,2.5364,0.1296,2,11,0.4304,5,2.2687
0.8000,0.3455,2.1876,2.5998,0.1314,2,12,0.3693,5,2.2775
0.8000,0.3636,2.1559,2.6632,0.1332,2,12,0.3123,5,2.2884
0.8000,0.3818,2.1242,2.7266,0.1349,2,14,0.2623,6,2.3015
0.8000,0.4000,2.0925,2.7900,0.1365,2,15,0.2238,6,2.3166
0.8000,0.4182,2.0608,2.8535,0.1382,2,16,0.2036,5,2.3049
0.8000,0.4364,2.0291,2.9169,0.1399,2,16,0.2070,4,2.2944
0.8000,0.4545,1.9974,2.9803,0.1418,2,16,0.1965,4,2.2861
0.8000,0.4727,1.9657,3.0437,0.1440,3,17,0.1298,4,2.2800
0.8000,0.4909,1.9340,3.1071,0.1466,3,17,0.0716,4,2.2760
0.8000,0.5091,1.9023,3.1705,0.1497,2,17,0.0589,5,2.2743
0.8000,0.5273,1.8706,3.2339,0.1533,2,17,0.1089,6,2.2747
0.8000,0.5455,1.8389,3.2973,0.1572,3,17,0.1741,6,2.2774
0.8000,0.5636,1.8072,3.3607,0.1614,3,16,0.2425,6,2.2823
0.8000,0.5818,1.7755,3.4241,0.1657,3,14,0.3120,5,2.2893
0.8000,0.6000,1.7438,3.4876,0.1697,3,15,0.3820,5,2.2985
0.8000,0.6182,1.7121,3.5510,0.1734,3,15,0.4523,5,2.3099
0.8000,0.6364,1.6804,3.6144,0.1764,3,15,0.5228,5,2.3100
0.8000,0.6545,1.6487,3.6778,0.1787,4,15,0.5933,6,2.2958
0.8000,0.6727,1.6170,3.7412,0.1802,4,15,0.6253,6,2.2836
0.8000,0.6909,1.5853,3.8046,0.1807,4,16,0.5930,6,2.2736
0.8000,0.7091,1.5535,3.8680,0.1803,4,16,0.5677,5,2.2657
0.8000,0.7273,1.5218,3.9314,0.1793,4,18,0.5505,4,2.2601
0.8000,0.7455,1.4901,3.9948,0.1777,4,18,0.5140,4,2.2567
0.8000,0.7636,1.4584,4.0582,0.1757,3,18,0.4563,4,2.2555
0.8000,0.7818,1.4267,4.1217,0.1736,4,18,0.4028,5,2.2565
0.8000,0.8000,1.3950,4.1851,0.1716,4,19,0.3555,6,2.2597
0.8000,0.8182,1.3633,4.2485,0.1697,3,18,0.3171,6,2.2652
0.8000,0.8364,1.3316,4.3119,0.1681,3,18,0.2912,6,2.2728
0.8000,0.8545,1.2999,4.3753,0.1669,3,17,0.2812,6,2.2827
0.8000,0.8727,1.2682,4.4387,0.1658,3,17,0.2888,6,2.2947
0.8000,0.8909,1.2365,4.5021,0.1648,3,15,0.3127,4,2.3088
0.8000,0.9091,1.2048,4.5655,0.1636,3,15,0.3496,4,2.3109
0.8000,0.9273,1.1731,4.6289,0.1622,3,15,0.3959,4,2.2994
0.8000,0.9455,1.1414,4.6923,0.1603,3,14,0.4315,4,2.2900
0.8000,0.9636,1.1097,4.7558,0.1580,3,13,0.4444,5,2.2828
0.8000,0.9818,1.0780,4.8192,0.1551,3,13,0.4679,5,2.2777
0.8182,0.0000,2.8535,1.4267,0.1454,2,13,0.4410,5,2.2862
0.8182,0.0182,2.8217,1.4901,0.1421,2,11,0.4399,5,2.2856
0.8182,0.0364,2.7900,1.5535,0.1385,2,12,0.3874,5,2.2872
0.8182,0.0545,2.7583,1.6170,0.1350,2,13,0.3417,5,2.2909
0.8182,0.0727,2.7266,1.6804,0.1315,1,13,0.3057,5,2.2969
0.8182,0.0909,2.6949,1.7438,0.1281,1,14,0.2831,5,2.3050
0.8182,0.1091,2.6632,1.8072,0.1251,1,13,0.2774,5,2.3152
0.8182,0.1273,2.6315,1.8706,0.1226,1,15,0.2563,3,2.3142
0.8182,0.1455,2.5998,1.9340,0.1207,1,14,0.1983,3,2.2989
0.8182,0.1636,2.5681,1.9974,0.1194,0,14,0.1517,4,2.2857
0.8182,0.1818,2.5364,2.0608,0.1189,0,14,0.1294,5,2.2745
0.8182,0.2000,2.5047,2.1242,0.1192,0,14,0.1433,6,2.2656
0.8182,0.2182,2.4730,2.1876,0.1200,1,14,0.1854,6,2.2588
0.8182,0.2364,2.4413,2.2511,0.1214,1,14,0.2414,6,2.2543
0.8182,0.2545,2.4096,2.3145,0.1233,1,13,0.3036,4,2.2520
0.8182,0.2727,2.3779,2.3779,0.1257,1,13,0.3690,4,2.2519
0.8182,0.2909,2.3462,2.4413,0.1282,1,13,0.3916,4,2.2540
0.8182,0.3091,2.3145,2.5047,0.1309,1,12,0.4234,5,2.2584
0.8182,0.3273,2.2828,2.5681,0.1336,2,11,0.4640,5,2.2650
0.8182,0.3455,2.2511,2.6315,0.1362,2,12,0.4124,5,2.2737
0.8182,0.3636,2.2194,2.6949,0.1388,2,12,0.3622,5,2.2847
0.8182,0.3818,2.1876,2.7583,0.1411,2,13,0.3201,6,2.2977
0.8182,0.4000,2.1559,2.8217,0.1432,2,14,0.2894,5,2.3129
0.8182,0.4182,2.1242,2.8852,0.1451,2,15,0.2740,5,2.3161
0.8182,0.4364,2.0925,2.9486,0.1469,2,16,0.2766,5,2.3057
0.8182,0.4545,2.0608,3.0120,0.1487,2,17,0.2265,4,2.2974
0.8182,0.4727,2.0291,3.0754,0.1507,3,17,0.1718,4,2.2913
0.8182,0.4909,1.9974,3.1388,0.1529,3,17,0.1334,4,2.2874
0.8182,0.5091,1.9657,3.2022,0.1556,2,17,0.1270,5,2.2857
0.8182,0.5273,1.9340,3.2656,0.1586,2,17,0.1566,6,2.2861
0.8182,0.5455,1.9023,3.3290,0.1620,4,17,0.2073,6,2.2888
0.8182,0.5636,1.8706,3.3924,0.1657,3,17,0.2673,6,2.2936
0.8182,0.5818,1.8389,3.4558,0.1695,3,17,0.3317,6,2.3006
0.8182,0.6000,1.8072,3.5193,0.1731,3,17,0.3983,5,2.3098
0.8182,0.6182,1.7755,3.5827,0.1764,3,16,0.4661,5,2.3211
0.8182,0.6364,1.7438,3.6461,0.1791,4,15,0.5348,5,2.3063
0.8182,0.6545,1.7121,3.7095,0.1811,4,15,0.6039,6,2.2920
0.8182,0.6727,1.6804,3.7729,0.1822,4,15,0.6734,6,2.2798
0.8182,0.6909,1.6487,3.8363,0.1823,4,15,0.6583,5,2.2698
0.8182,0.7091,1.6170,3.8997,0.1815,4,15,0.6095,5,2.2619
0.8182,0.7273,1.5853,3.9631,0.1798,4,16,0.5435,4,2.2563
0.8182,0.7455,1.5535,4.0265,0.1776,3,18,0.4789,4,2.2528
0.8182,0.7636,1.5218,4.0899,0.1749,3,18,0.4164,4,2.2516
0.8182,0.7818,1.4901,4.1534,0.1720,3,18,0.3570,6,2.2527
0.8182,0.8000,1.4584,4.2168,0.1691,4,18,0.3026,6,2.2559
0.8182,0.8182,1.4267,4.2802,0.1663,4,17,0.2564,6,2.2614
0.8182,0.8364,1.3950,4.3436,0.1638,2,17,0.2235,6,2.2691
0.8182,0.8545,1.3633,4.4070,0.1617,3,17,0.2103,6,2.2789
0.8182,0.8727,1.3316,4.4704,0.1600,3,17,0.2204,5,2.2909
0.8182,0.8909,1.2999,4.5338,0.1583,2,17,0.2509,4,2.3050
0.8182,0.9091,1.2682,4.5972,0.1568,2,17,0.2956,4,2.3213
0.8182,0.9273,1.2365,4.6606,0.1551,2,15,0.3491,4,2.3107
0.8182,0.9455,1.2048,4.7240,0.1532,2,14,0.3611,5,2.3013
0.8182,0.9636,1.1731,4.7875,0.1510,2,13,0.3764,5,2.2941
0.8182,0.9818,1.1414,4.8509,0.1484,2,13,0.4038,5,2.2891
0.8364,0.0000,2.9169,1.4584,0.1393,2,12,0.3857,5,2.2998
0.8364,0.0182,2.8852,1.5218,0.1366,2,11,0.4361,5,2.2991
0.8364,0.0364,2.8535,1.5853,0.1338,2,12,0.4409,4,2.3007
0.8364,0.0545,2.8217,1.6487,0.1309,1,13,0.4013,4,2.3044
0.8364,0.0727,2.7900,1.7121,0.1281,1,13,0.3711,5,2.3103
0.8364,0.0909,2.7583,1.7755,0.1254,1,13,0.3528,6,2.3184
0.8364,0.1091,2.7266,1.8389,0.1230,1,13,0.2936,5,2.3285
0.8364,0.1273,2.6949,1.9023,0.1211,1,14,0.2343,5,2.3127
0.8364,0.1455,2.6632,1.9657,0.1197,1,14,0.1835,4,2.2974
0.8364,0.1636,2.6315,2.0291,0.1189,0,14,0.1501,5,2.2841
0.8364,0.1818,2.5998,2.0925,0.1188,0,14,0.1463,5,2.2730
0.8364,0.2000,2.5681,2.1559,0.1194,0,14,0.1742,5,2.2640
0.8364,0.2182,2.5364,2.2194,0.1208,1,14,0.2221,5,2.2573
0.8364,0.2364,2.5047,2.2828,0.1227,1,15,0.2799,6,2.2527
0.8364,0.2545,2.4730,2.3462,0.1253,1,13,0.2918,5,2.2504
0.8364,0.2727,2.4413,2.4096,0.1283,1,14,0.3017,5,2.2503
0.8364,0.2909,2.4096,2.4730,0.1316,1,13,0.3270,5,2.2524
0.8364,0.3091,2.3779,2.5364,0.1350,2,13,0.3646,5,2.2568
0.8364,0.3273,2.3462,2.5998,0.1384,2,12,0.4110,5,2.2634
0.8364,0.3455,2.3145,2.6632,0.1418,2,11,0.4623,4,2.2721
0.8364,0.3636,2.2828,2.7266,0.1449,2,13,0.4182,4,2.2831
0.8364,0.3818,2.2511,2.7900,0.1477,2,13,0.3823,5,2.2962
0.8364,0.4000,2.2194,2.8535,0.1502,2,13,0.3570,5,2.3114
0.8364,0.4182,2.1876,2.9169,0.1523,2,14,0.3447,5,2.3286
0.8364,0.4364,2.1559,2.9803,0.1541,2,16,0.3253,5,2.3191
0.8364,0.4545,2.1242,3.0437,0.1558,2,17,0.2720,4,2.3109
0.8364,0.4727,2.0925,3.1071,0.1574,2,17,0.2285,4,2.3048
0.8364,0.4909,2.0608,3.1705,0.1591,3,17,0.2013,4,2.3009
0.8364,0.5091,2.0291,3.2339,0.1611,2,17,0.1971,5,2.2992
0.8364,0.5273,1.9974,3.2973,0.1635,3,17,0.2174,5,2.2996
0.8364,0.5455,1.9657,3.3607,0.1662,4,17,0.2563,6,2.3023
0.8364,0.5636,1.9340,3.4241,0.1692,4,18,0.3069,6,2.3071
0.8364,0.5818,1.9023,3.4876,0.1723,3,18,0.3643,6,2.3141
0.8364,0.6000,1.8706,3.5510,0.1754,3,18,0.4258,6,2.3232
0.8364,0.6182,1.8389,3.6144,0.1781,3,17,0.4899,5,2.3211
0.8364,0.6364,1.8072,3.6778,0.1803,4,16,0.5556,5,2.3048
0.8364,0.6545,1.7755,3.7412,0.1818,4,15,0.6224,5,2.2905
0.8364,0.6727,1.7438,3.8046,0.1825,4,15,0.6789,6,2.2783
0.8364,0.6909,1.7121,3.8680,0.1822,4,15,0.6579,5,2.2682
0.8364,0.7091,1.6804,3.9314,0.1810,4,15,0.5888,5,2.2604
0.8364,0.7273,1.6487,3.9948,0.1789,4,15,0.5202,5,2.2547
0.8364,0.7455,1.6170,4.0582,0.1761,3,17,0.4523,4,2.2513
0.8364,0.7636,1.5853,4.1217,0.1728,3,18,0.3855,5,2.2501
