u,w,shift_x,shift_y,align,n_on_top,n_clash,min_r_Hf_Sr,O_O_stack,d_min
0.4000,0.0727,1.2682,0.9512,0.1257,2,12,0.4113,4,2.2757
0.4000,0.0909,1.2365,1.0146,0.1262,2,13,0.3432,4,2.2839
0.4000,0.1091,1.2048,1.0780,0.1268,1,13,0.2765,5,2.2942
0.4000,0.1273,1.1731,1.1414,0.1276,2,13,0.2126,5,2.3067
0.4000,0.1455,1.1414,1.2048,0.1284,2,14,0.1548,6,2.3091
0.4000,0.1636,1.1097,1.2682,0.1295,2,15,0.1131,6,2.2959
0.4000,0.1818,1.0780,1.3316,0.1308,2,15,0.1080,5,2.2849
0.4000,0.2000,1.0463,1.3950,0.1324,2,15,0.1435,4,2.2760
0.4000,0.2182,1.0146,1.4584,0.1346,3,15,0.1426,4,2.2692
0.4000,0.2364,0.9829,1.5218,0.1374,2,16,0.0782,5,2.2647
0.4000,0.2545,0.9512,1.5853,0.1408,2,15,0.0440,5,2.2624
0.4000,0.2727,0.9194,1.6487,0.1446,1,15,0.0884,6,2.2623
0.4000,0.2909,0.8877,1.7121,0.1488,2,15,0.1541,6,2.2644
0.4000,0.3091,0.8560,1.7755,0.1533,3,14,0.2230,5,2.2688
0.4000,0.3273,0.8243,1.8389,0.1579,3,14,0.2928,5,2.2753
0.4000,0.3455,0.7926,1.9023,0.1623,3,14,0.3631,5,2.2840
0.4000,0.3636,0.7609,1.9657,0.1664,3,14,0.4336,5,2.2949
0.4000,0.3818,0.7292,2.0291,0.1698,3,14,0.5042,6,2.3079
0.4000,0.4000,0.6975,2.0925,0.1726,3,14,0.5748,6,2.3078
0.4000,0.4182,0.6658,2.1559,0.1746,3,15,0.5535,6,2.2952
0.4000,0.4364,0.6341,2.2194,0.1758,4,15,0.5143,6,2.2847
0.4000,0.4545,0.6024,2.2828,0.1763,4,16,0.4824,4,2.2763
0.4000,0.4727,0.5707,2.3462,0.1762,4,17,0.4593,4,2.2701
0.4000,0.4909,0.5390,2.4096,0.1756,4,17,0.4463,4,2.2662
0.4000,0.5091,0.5073,2.4730,0.1748,3,17,0.4445,4,2.2644
0.4000,0.5273,0.4756,2.5364,0.1740,4,17,0.4538,5,2.2649
0.4000,0.5455,0.4439,2.5998,0.1732,3,17,0.4458,5,2.2676
0.4000,0.5636,0.4122,2.6632,0.1726,3,18,0.4128,5,2.2724
0.4000,0.5818,0.3805,2.7266,0.1725,3,18,0.3900,6,2.2795
0.4000,0.6000,0.3488,2.7900,0.1725,4,17,0.3793,6,2.2888
0.4000,0.6182,0.3171,2.8535,0.1725,4,17,0.3817,6,2.3002
0.4000,0.6364,0.2853,2.9169,0.1724,3,16,0.3970,5,2.3137
0.4000,0.6545,0.2536,2.9803,0.1720,3,16,0.4237,4,2.3022
0.4000,0.6727,0.2219,3.0437,0.1712,3,15,0.4599,4,2.2901
0.4000,0.6909,0.1902,3.1071,0.1697,3,15,0.5035,4,2.2801
0.4000,0.7091,0.1585,3.1705,0.1675,3,15,0.5357,6,2.2723
0.4000,0.7273,0.1268,3.2339,0.1647,3,14,0.5128,6,2.2667
0.4000,0.7455,0.0951,3.2973,0.1612,3,13,0.4438,6,2.2633
0.4000,0.7636,0.0634,3.3607,0.1572,3,14,0.3755,5,2.2621
0.4000,0.7818,0.0317,3.4241,0.1528,3,13,0.3083,5,2.2631
0.4000,0.8000,-0.0000,3.4876,0.1482,2,14,0.2433,5,2.2663
0.4000,0.8182,-0.0317,3.5510,0.1438,2,14,0.1826,4,2.2718
0.4000,0.8364,-0.0634,3.6144,0.1395,1,14,0.1326,4,2.2794
0.4000,0.8545,-0.0951,3.6778,0.1356,1,14,0.1089,5,2.2892
0.4000,0.8727,-0.1268,3.7412,0.1323,1,14,0.1272,5,2.3012
0.4000,0.8909,-0.1585,3.8046,0.1295,1,15,0.1728,4,2.3149
0.4000,0.9091,-0.1902,3.8680,0.1275,2,15,0.1050,4,2.3012
0.4000,0.9273,-0.2219,3.9314,0.1260,2,15,0.0474,4,2.2897
0.4000,0.9455,-0.2536,3.9948,0.1250,2,15,0.0593,5,2.2802
0.4000,0.9636,-0.2853,4.0582,0.1244,1,15,0.1218,6,2.2729
0.4000,0.9818,-0.3171,4.1217,0.1242,1,14,0.1903,6,2.2679
0.4182,0.0000,1.4584,0.7292,0.1226,2,14,0.2590,6,2.2582
0.4182,0.0182,1.4267,0.7926,0.1237,2,13,0.3295,5,2.2575
0.4182,0.0364,1.3950,0.8560,0.1251,2,14,0.4002,4,2.2591
0.4182,0.0545,1.3633,0.9194,0.1265,2,10,0.4709,4,2.2629
0.4182,0.0727,1.3316,0.9829,0.1280,2,11,0.4347,4,2.2689
0.4182,0.0909,1.2999,1.0463,0.1294,2,12,0.3710,5,2.2771
0.4182,0.1091,1.2682,1.1097,0.1309,2,12,0.3103,5,2.2875
0.4182,0.1273,1.2365,1.1731,0.1324,2,13,0.2550,6,2.3000
0.4182,0.1455,1.2048,1.2365,0.1338,2,15,0.2093,6,2.3146
0.4182,0.1636,1.1731,1.2999,0.1353,2,16,0.1806,6,2.3042
0.4182,0.1818,1.1414,1.3633,0.1369,2,16,0.1775,5,2.2932
0.4182,0.2000,1.1097,1.4267,0.1387,2,16,0.2011,4,2.2843
0.4182,0.2182,1.0780,1.4901,0.1409,3,16,0.1385,4,2.2776
0.4182,0.2364,1.0463,1.5535,0.1435,3,18,0.0704,4,2.2731
0.4182,0.2545,1.0146,1.6170,0.1467,2,17,0.0280,5,2.2708
0.4182,0.2727,0.9829,1.6804,0.1503,2,17,0.0816,6,2.2707
0.4182,0.2909,0.9512,1.7438,0.1542,2,17,0.1503,6,2.2728
0.4182,0.3091,0.9194,1.8072,0.1585,3,14,0.2204,6,2.2771
0.4182,0.3273,0.8877,1.8706,0.1629,3,14,0.2909,5,2.2837
0.4182,0.3455,0.8560,1.9340,0.1672,3,14,0.3615,5,2.2924
0.4182,0.3636,0.8243,1.9974,0.1711,3,15,0.4322,5,2.3032
0.4182,0.3818,0.7926,2.0608,0.1744,3,14,0.5030,5,2.3159
0.4182,0.4000,0.7609,2.1242,0.1770,3,15,0.5738,6,2.3011
0.4182,0.4182,0.7292,2.1876,0.1787,4,15,0.6118,6,2.2884
0.4182,0.4364,0.6975,2.2511,0.1796,4,16,0.5766,6,2.2779
0.4182,0.4545,0.6658,2.3145,0.1796,4,15,0.5483,5,2.2695
0.4182,0.4727,0.6341,2.3779,0.1789,4,17,0.5281,4,2.2633
0.4182,0.4909,0.6024,2.4413,0.1777,4,18,0.5169,4,2.2593
0.4182,0.5091,0.5707,2.5047,0.1761,3,18,0.4868,4,2.2575
0.4182,0.5273,0.5390,2.5681,0.1743,3,18,0.4341,5,2.2580
0.4182,0.5455,0.5073,2.6315,0.1726,4,17,0.3874,5,2.2607
0.4182,0.5636,0.4756,2.6949,0.1710,3,18,0.3489,6,2.2656
0.4182,0.5818,0.4439,2.7583,0.1697,3,18,0.3217,6,2.2727
0.4182,0.6000,0.4122,2.8217,0.1688,3,18,0.3086,6,2.2820
0.4182,0.6182,0.3805,2.8852,0.1680,3,16,0.3115,6,2.2934
0.4182,0.6364,0.3488,2.9486,0.1673,3,15,0.3300,5,2.3070
0.4182,0.6545,0.3171,3.0120,0.1663,3,16,0.3617,4,2.3105
0.4182,0.6727,0.2853,3.0754,0.1651,3,16,0.4035,4,2.2984
0.4182,0.6909,0.2536,3.1388,0.1634,3,15,0.4526,4,2.2885
0.4182,0.7091,0.2219,3.2022,0.1612,3,15,0.4661,5,2.2807
0.4182,0.7273,0.1902,3.2656,0.1584,3,13,0.4860,5,2.2751
0.4182,0.7455,0.1585,3.3290,0.1550,3,12,0.4663,6,2.2717
0.4182,0.7636,0.1268,3.3924,0.1512,2,13,0.4018,6,2.2705
0.4182,0.7818,0.0951,3.4558,0.1470,2,12,0.3398,5,2.2715
0.4182,0.8000,0.0634,3.5193,0.1428,2,13,0.2822,5,2.2747
0.4182,0.8182,0.0317,3.5827,0.1386,2,13,0.2319,5,2.2801
0.4182,0.8364,-0.0000,3.6461,0.1345,1,14,0.1950,5,2.2877
0.4182,0.8545,-0.0317,3.7095,0.1308,1,14,0.1797,4,2.2975
0.4182,0.8727,-0.0634,3.7729,0.1276,1,14,0.1914,4,2.3094
0.4182,0.8909,-0.0951,3.8363,0.1250,1,14,0.1712,4,2.3082
0.4182,0.9091,-0.1268,3.8997,0.1232,0,15,0.1024,4,2.2945
0.4182,0.9273,-0.1585,3.9631,0.1220,1,14,0.0412,4,2.2829
0.4182,0.9455,-0.1902,4.0265,0.1215,1,14,0.0545,6,2.2734
0.4182,0.9636,-0.2219,4.0899,0.1214,1,15,0.1196,6,2.2661
0.4182,0.9818,-0.2536,4.1534,0.1218,2,15,0.1889,6,2.2610
0.4364,0.0000,1.5218,0.7609,0.1225,2,13,0.2768,6,2.2535
0.4364,0.0182,1.4901,0.8243,0.1244,2,12,0.3436,4,2.2529
0.4364,0.0364,1.4584,0.8877,0.1267,2,13,0.4103,4,2.2544
0.4364,0.0545,1.4267,0.9512,0.1290,1,13,0.4380,4,2.2582
0.4364,0.0727,1.3950,1.0146,0.1314,2,11,0.4679,5,2.2643
0.4364,0.0909,1.3633,1.0780,0.1337,2,12,0.4093,5,2.2725
0.4364,0.1091,1.3316,1.1414,0.1360,2,12,0.3552,5,2.2829
0.4364,0.1273,1.2999,1.2048,0.1382,2,13,0.3081,6,2.2954
0.4364,0.1455,1.2682,1.2682,0.1401,2,14,0.2715,5,2.3100
0.4364,0.1636,1.2365,1.3316,0.1420,2,15,0.2500,5,2.3146
0.4364,0.1818,1.2048,1.3950,0.1438,2,16,0.2478,5,2.3037
0.4364,0.2000,1.1731,1.4584,0.1456,2,17,0.2288,4,2.2948
0.4364,0.2182,1.1414,1.5218,0.1476,3,17,0.1676,4,2.2881
0.4364,0.2364,1.1097,1.5853,0.1499,3,17,0.1177,4,2.2837
0.4364,0.2545,1.0780,1.6487,0.1527,2,17,0.0984,4,2.2814
0.4364,0.2727,1.0463,1.7121,0.1558,2,17,0.1247,6,2.2813
0.4364,0.2909,1.0146,1.7755,0.1594,4,17,0.1774,6,2.2834
0.4364,0.3091,0.9829,1.8389,0.1632,3,16,0.2397,6,2.2877
0.4364,0.3273,0.9512,1.9023,0.1671,3,16,0.3058,6,2.2942
0.4364,0.3455,0.9194,1.9657,0.1710,3,17,0.3736,5,2.3028
0.4364,0.3636,0.8877,2.0291,0.1746,3,16,0.4424,5,2.3136
0.4364,0.3818,0.8560,2.0925,0.1776,3,15,0.5118,5,2.3113
0.4364,0.4000,0.8243,2.1559,0.1799,4,15,0.5815,6,2.2965
0.4364,0.4182,0.7926,2.2194,0.1814,4,15,0.6515,6,2.2838
0.4364,0.4364,0.7609,2.2828,0.1819,4,15,0.6407,6,2.2733
0.4364,0.4545,0.7292,2.3462,0.1815,4,16,0.6153,5,2.2649
0.4364,0.4727,0.6975,2.4096,0.1802,4,16,0.5704,4,2.2587
0.4364,0.4909,0.6658,2.4730,0.1783,4,18,0.5068,4,2.2547
0.4364,0.5091,0.6341,2.5364,0.1760,3,18,0.4453,4,2.2529
0.4364,0.5273,0.6024,2.5998,0.1734,3,18,0.3871,6,2.2534
0.4364,0.5455,0.5707,2.6632,0.1708,4,18,0.3339,6,2.2561
0.4364,0.5636,0.5390,2.7266,0.1683,4,18,0.2883,6,2.2610
0.4364,0.5818,0.5073,2.7900,0.1660,3,17,0.2547,6,2.2681
0.4364,0.6000,0.4756,2.8535,0.1641,2,17,0.2379,6,2.2774
0.4364,0.6182,0.4439,2.9169,0.1626,3,17,0.2417,6,2.2889
0.4364,0.6364,0.4122,2.9803,0.1612,2,18,0.2651,4,2.3025
0.4364,0.6545,0.3805,3.0437,0.1598,2,16,0.3037,4,2.3181
0.4364,0.6727,0.3488,3.1071,0.1582,3,15,0.3524,4,2.3089
0.4364,0.6909,0.3171,3.1705,0.1564,3,15,0.3858,4,2.2990
0.4364,0.7091,0.2853,3.2339,0.1543,3,13,0.3971,5,2.2912
0.4364,0.7273,0.2536,3.2973,0.1516,2,13,0.4202,5,2.2856
0.4364,0.7455,0.2219,3.3607,0.1486,2,13,0.4533,5,2.2822
0.4364,0.7636,0.1902,3.4241,0.1452,2,11,0.4381,6,2.2810
0.4364,0.7818,0.1585,3.4876,0.1414,2,12,0.3821,5,2.2820
0.4364,0.8000,0.1268,3.5510,0.1377,2,13,0.3318,5,2.2853
0.4364,0.8182,0.0951,3.6144,0.1339,1,13,0.2903,5,2.2907
0.4364,0.8364,0.0634,3.6778,0.1303,1,14,0.2618,5,2.2982
0.4364,0.8545,0.0317,3.7412,0.1270,1,14,0.2506,5,2.3080
0.4364,0.8727,-0.0000,3.8046,0.1241,1,14,0.2591,3,2.3195
0.4364,0.8909,-0.0317,3.8680,0.1219,1,15,0.1970,4,2.3037
0.4364,0.9091,-0.0634,3.9314,0.1203,0,14,0.1414,4,2.2899
0.4364,0.9273,-0.0951,3.9948,0.1195,0,14,0.1058,5,2.2783
0.4364,0.9455,-0.1268,4.0582,0.1194,0,14,0.1117,6,2.2688
0.4364,0.9636,-0.1585,4.1217,0.1199,0,14,0.1543,6,2.2615
0.4364,0.9818,-0.1902,4.1851,0.1210,2,14,0.2126,6,2.2564
0.4545,0.0000,1.5853,0.7926,0.1238,1,14,0.3101,4,2.2511
0.4545,0.0182,1.5535,0.8560,0.1265,1,14,0.3237,4,2.2504
0.4545,0.0364,1.5218,0.9194,0.1294,1,13,0.3438,4,2.2520
0.4545,0.0545,1.4901,0.9829,0.1326,2,13,0.3764,5,2.2558
0.4545,0.0727,1.4584,1.0463,0.1357,2,12,0.4186,5,2.2619
0.4545,0.0909,1.4267,1.1097,0.1389,2,11,0.4555,5,2.2701
0.4545,0.1091,1.3950,1.1731,0.1419,2,13,0.4076,4,2.2805
0.4545,0.1273,1.3633,1.2365,0.1446,2,13,0.3672,5,2.2930
0.4545,0.1455,1.3316,1.2999,0.1470,2,13,0.3371,5,2.3077
0.4545,0.1636,1.2999,1.3633,0.1491,2,15,0.3201,5,2.3244
0.4545,0.1818,1.2682,1.4267,0.1510,2,16,0.3183,5,2.3163
0.4545,0.2000,1.2365,1.4901,0.1527,2,17,0.2670,4,2.3075
0.4545,0.2182,1.2048,1.5535,0.1545,2,17,0.2169,4,2.3008
0.4545,0.2364,1.1731,1.6170,0.1563,3,17,0.1811,4,2.2964
0.4545,0.2545,1.1414,1.6804,0.1585,2,17,0.1692,4,2.2941
0.4545,0.2727,1.1097,1.7438,0.1610,2,17,0.1858,5,2.2940
0.4545,0.2909,1.0780,1.8072,0.1639,4,17,0.2246,6,2.2961
0.4545,0.3091,1.0463,1.8706,0.1672,4,18,0.2764,6,2.3004
0.4545,0.3273,1.0146,1.9340,0.1706,3,17,0.3353,6,2.3068
0.4545,0.3455,0.9829,1.9974,0.1739,3,18,0.3982,6,2.3154
0.4545,0.3636,0.9512,2.0608,0.1769,3,17,0.4633,5,2.3259
0.4545,0.3818,0.9194,2.1242,0.1795,4,15,0.5300,5,2.3090
0.4545,0.4000,0.8877,2.1876,0.1814,4,15,0.5976,5,2.2942
0.4545,0.4182,0.8560,2.2511,0.1824,4,15,0.6659,6,2.2814
0.4545,0.4364,0.8243,2.3145,0.1825,4,15,0.6812,6,2.2709
0.4545,0.4545,0.7926,2.3779,0.1817,4,15,0.6127,5,2.2624
0.4545,0.4727,0.7609,2.4413,0.1800,4,15,0.5448,5,2.2562
0.4545,0.4909,0.7292,2.5047,0.1775,3,17,0.4778,4,2.2522
0.4545,0.5091,0.6975,2.5681,0.1745,3,18,0.4120,5,2.2505
0.4545,0.5273,0.6658,2.6315,0.1712,3,18,0.3483,5,2.2509
0.4545,0.5455,0.6341,2.6949,0.1678,4,18,0.2880,6,2.2536
0.4545,0.5636,0.6024,2.7583,0.1645,4,17,0.2336,6,2.2586
0.4545,0.5818,0.5707,2.8217,0.1615,2,17,0.1905,6,2.2657
0.4545,0.6000,0.5390,2.8852,0.1588,2,17,0.1675,6,2.2750
0.4545,0.6182,0.5073,2.9486,0.1565,3,17,0.1728,5,2.2865
0.4545,0.6364,0.4756,3.0120,0.1546,2,17,0.2043,4,2.3001
0.4545,0.6545,0.4439,3.0754,0.1528,2,17,0.2523,4,2.3158
0.4545,0.6727,0.4122,3.1388,0.1511,2,17,0.3093,4,2.3214
0.4545,0.6909,0.3805,3.2022,0.1492,2,15,0.3152,5,2.3116
0.4545,0.7091,0.3488,3.2656,0.1472,2,13,0.3288,5,2.3039
0.4545,0.7273,0.3171,3.3290,0.1449,2,13,0.3564,5,2.2983
0.4545,0.7455,0.2853,3.3924,0.1422,2,13,0.3949,5,2.2949
0.4545,0.7636,0.2536,3.4558,0.1393,2,11,0.4415,5,2.2938
0.4545,0.7818,0.2219,3.5193,0.1362,2,11,0.4319,4,2.2948
0.4545,0.8000,0.1902,3.5827,0.1331,2,13,0.3882,5,2.2980
0.4545,0.8182,0.1585,3.6461,0.1300,1,13,0.3533,5,2.3033
0.4545,0.8364,0.1268,3.7095,0.1270,1,13,0.3302,5,2.3109
0.4545,0.8545,0.0951,3.7729,0.1243,1,13,0.3215,5,2.3205
0.4545,0.8727,0.0634,3.8363,0.1220,1,14,0.2648,4,2.3172
0.4545,0.8909,0.0317,3.8997,0.1203,1,14,0.2154,3,2.3013
0.4545,0.9091,-0.0000,3.9631,0.1191,0,14,0.1809,3,2.2875
0.4545,0.9273,-0.0317,4.0265,0.1186,0,14,0.1705,5,2.2759
0.4545,0.9455,-0.0634,4.0899,0.1190,0,14,0.1790,5,2.2664
0.4545,0.9636,-0.0951,4.1534,0.1200,1,14,0.2082,5,2.2591
0.4545,0.9818,-0.1268,4.2168,0.1216,1,14,0.2544,5,2.2540
0.4727,0.0000,1.6487,0.8243,0.1264,1,13,0.2477,4,2.2509
0.4727,0.0182,1.6170,0.8877,0.1296,1,14,0.2544,4,2.2502
0.4727,0.0364,1.5853,0.9512,0.1332,1,13,0.2795,4,2.2518
0.4727,0.0545,1.5535,1.0146,0.1370,2,13,0.3187,5,2.2556
0.4727,0.0727,1.5218,1.0780,0.1408,2,12,0.3676,5,2.2617
0.4727,0.0909,1.4901,1.1414,0.1446,2,11,0.4227,5,2.2699
0.4727,0.1091,1.4584,1.2048,0.1481,2,12,0.4649,4,2.2803
0.4727,0.1273,1.4267,1.2682,0.1513,2,13,0.4299,5,2.2928
0.4727,0.1455,1.3950,1.3316,0.1540,3,13,0.4045,5,2.3075
0.4727,0.1636,1.3633,1.3950,0.1563,3,14,0.3905,5,2.3242
0.4727,0.1818,1.3316,1.4584,0.1581,3,15,0.3669,5,2.3186
0.4727,0.2000,1.2999,1.5218,0.1597,3,16,0.3167,4,2.3098
0.4727,0.2182,1.2682,1.5853,0.1611,2,17,0.2758,4,2.3032
0.4727,0.2364,1.2365,1.6487,0.1625,2,17,0.2486,4,2.2987
0.4727,0.2545,1.2048,1.7121,0.1640,3,17,0.2401,4,2.2965
0.4727,0.2727,1.1731,1.7755,0.1657,2,17,0.2520,5,2.2964
0.4727,0.2909,1.1414,1.8389,0.1679,3,18,0.2819,5,2.2985
0.4727,0.3091,1.1097,1.9023,0.1703,4,18,0.3247,6,2.3027
0.4727,0.3273,1.0780,1.9657,0.1729,3,18,0.3761,6,2.3092
0.4727,0.3455,1.0463,2.0291,0.1755,3,18,0.4331,6,2.3178
0.4727,0.3636,1.0146,2.0925,0.1778,4,18,0.4936,5,2.3257
0.4727,0.3818,0.9829,2.1559,0.1798,4,17,0.5567,5,2.3088
0.4727,0.4000,0.9512,2.2194,0.1812,4,16,0.6074,5,2.2940
0.4727,0.4182,0.9194,2.2828,0.1818,4,15,0.6312,6,2.2812
0.4727,0.4364,0.8877,2.3462,0.1815,4,15,0.6618,5,2.2707
0.4727,0.4545,0.8560,2.4096,0.1803,4,15,0.5974,5,2.2623
0.4727,0.4727,0.8243,2.4730,0.1781,3,15,0.5275,5,2.2560
0.4727,0.4909,0.7926,2.5364,0.1752,3,16,0.4580,6,2.2521
0.4727,0.5091,0.7609,2.5998,0.1718,3,16,0.3889,5,2.2503
0.4727,0.5273,0.7292,2.6632,0.1679,3,15,0.3206,5,2.2508
0.4727,0.5455,0.6975,2.7266,0.1639,3,17,0.2538,6,2.2535
0.4727,0.5636,0.6658,2.7900,0.1600,4,17,0.1899,6,2.2584
0.4727,0.5818,0.6341,2.8535,0.1564,2,17,0.1334,5,2.2655
0.4727,0.6000,0.6024,2.9169,0.1531,2,17,0.0977,5,2.2748
0.4727,0.6182,0.5707,2.9803,0.1503,3,17,0.1066,5,2.2863
0.4727,0.6364,0.5390,3.0437,0.1478,3,17,0.1524,4,2.2999
0.4727,0.6545,0.5073,3.1071,0.1458,2,17,0.2125,4,2.3156
0.4727,0.6727,0.4756,3.1705,0.1439,2,16,0.2471,4,2.3238
0.4727,0.6909,0.4439,3.2339,0.1421,2,16,0.2446,5,2.3140
0.4727,0.7091,0.4122,3.2973,0.1403,2,15,0.2620,5,2.3062
0.4727,0.7273,0.3805,3.3607,0.1384,2,13,0.2958,5,2.3007
0.4727,0.7455,0.3488,3.4241,0.1363,2,12,0.3412,5,2.2973
0.4727,0.7636,0.3171,3.4876,0.1341,2,12,0.3942,5,2.2961
0.4727,0.7818,0.2853,3.5510,0.1317,2,11,0.4521,4,2.2972
0.4727,0.8000,0.2536,3.6144,0.1294,1,12,0.4486,5,2.3003
0.4727,0.8182,0.2219,3.6778,0.1271,1,13,0.4189,5,2.3057
0.4727,0.8364,0.1902,3.7412,0.1249,2,13,0.3587,5,2.3132
0.4727,0.8545,0.1585,3.8046,0.1229,2,13,0.2912,4,2.3229
0.4727,0.8727,0.1268,3.8680,0.1213,2,13,0.2259,4,2.3170
0.4727,0.8909,0.0951,3.9314,0.1201,2,14,0.1652,4,2.3011
0.4727,0.9091,0.0634,3.9948,0.1195,0,14,0.1166,4,2.2874
0.4727,0.9273,0.0317,4.0582,0.1195,0,14,0.0998,4,2.2757
0.4727,0.9455,-0.0000,4.1217,0.1201,0,14,0.1280,5,2.2662
0.4727,0.9636,-0.0317,4.1851,0.1216,1,15,0.1813,6,2.2589
0.4727,0.9818,-0.0634,4.2485,0.1237,1,14,0.2437,5,2.2538
0.4909,0.0000,1.7121,0.8560,0.1302,1,14,0.1769,5,2.2529
0.4909,0.0182,1.6804,0.9194,0.1338,1,14,0.1862,4,2.2523
0.4909,0.0364,1.6487,0.9829,0.1378,1,13,0.2193,5,2.2539
0.4909,0.0545,1.6170,1.0463,0.1420,2,13,0.2675,5,2.2577
0.4909,0.0727,1.5853,1.1097,0.1463,2,12,0.3241,5,2.2637
0.4909,0.0909,1.5535,1.1731,0.1505,2,13,0.3855,5,2.2719
0.4909,0.1091,1.5218,1.2365,0.1544,3,12,0.4497,5,2.2823
0.4909,0.1273,1.4901,1.2999,0.1579,3,13,0.4949,6,2.2948
0.4909,0.1455,1.4584,1.3633,0.1609,3,15,0.4729,5,2.3095
0.4909,0.1636,1.4267,1.4267,0.1632,3,15,0.4610,5,2.3166
0.4909,0.1818,1.3950,1.4901,0.1650,3,16,0.4168,5,2.3056
0.4909,0.2000,1.3633,1.5535,0.1663,3,16,0.3733,4,2.2968
0.4909,0.2182,1.3316,1.6170,0.1673,3,15,0.3393,4,2.2902
0.4909,0.2364,1.2999,1.6804,0.1681,3,15,0.3176,4,2.2857
0.4909,0.2545,1.2682,1.7438,0.1688,2,17,0.3110,4,2.2834
0.4909,0.2727,1.2365,1.8072,0.1696,3,18,0.3203,5,2.2833
0.4909,0.2909,1.2048,1.8706,0.1708,3,18,0.3442,5,2.2854
0.4909,0.3091,1.1731,1.9340,0.1723,4,19,0.3801,5,2.2897
0.4909,0.3273,1.1414,1.9974,0.1739,4,18,0.4249,5,2.2962
0.4909,0.3455,1.1097,2.0608,0.1757,3,18,0.4760,6,2.3048
0.4909,0.3636,1.0780,2.1242,0.1773,4,18,0.5125,6,2.3156
0.4909,0.3818,1.0463,2.1876,0.1786,4,18,0.5215,5,2.3108
0.4909,0.4000,1.0146,2.2511,0.1794,4,16,0.5398,5,2.2960
0.4909,0.4182,0.9829,2.3145,0.1795,4,16,0.5665,5,2.2833
0.4909,0.4364,0.9512,2.3779,0.1789,4,15,0.6003,5,2.2727
0.4909,0.4545,0.9194,2.4413,0.1773,3,15,0.5903,5,2.2643
0.4909,0.4727,0.8877,2.5047,0.1749,3,14,0.5195,5,2.2581
0.4909,0.4909,0.8560,2.5681,0.1717,3,15,0.4487,6,2.2541
0.4909,0.5091,0.8243,2.6315,0.1679,3,14,0.3779,5,2.2523
0.4909,0.5273,0.7926,2.6949,0.1637,3,14,0.3072,5,2.2528
0.4909,0.5455,0.7609,2.7583,0.1593,3,14,0.2366,4,2.2555
0.4909,0.5636,0.7292,2.8217,0.1550,3,17,0.1662,5,2.2604
0.4909,0.5818,0.6975,2.8852,0.1509,2,17,0.0966,5,2.2675
0.4909,0.6000,0.6658,2.9486,0.1472,2,17,0.0331,5,2.2768
0.4909,0.6182,0.6341,3.0120,0.1440,2,17,0.0540,5,2.2883
0.4909,0.6364,0.6024,3.0754,0.1412,3,16,0.1216,4,2.3019
0.4909,0.6545,0.5707,3.1388,0.1389,2,16,0.1916,4,2.3176
0.4909,0.6727,0.5390,3.2022,0.1370,2,16,0.1778,4,2.3109
0.4909,0.6909,0.5073,3.2656,0.1354,2,16,0.1743,5,2.3010
0.4909,0.7091,0.4756,3.3290,0.1339,2,16,0.1980,5,2.2932
0.4909,0.7273,0.4439,3.3924,0.1325,2,13,0.2409,5,2.2876
0.4909,0.7455,0.4122,3.4558,0.1311,2,13,0.2949,5,2.2843
0.4909,0.7636,0.3805,3.5193,0.1296,2,12,0.3549,6,2.2831
0.4909,0.7818,0.3488,3.5827,0.1282,2,11,0.4183,5,2.2841
0.4909,0.8000,0.3171,3.6461,0.1268,2,10,0.4838,5,2.2873
0.4909,0.8182,0.2853,3.7095,0.1254,2,13,0.4165,5,2.2927
0.4909,0.8364,0.2536,3.7729,0.1240,2,13,0.3458,4,2.3002
0.4909,0.8545,0.2219,3.8363,0.1229,2,13,0.2752,4,2.3100
0.4909,0.8727,0.1902,3.8997,0.1220,2,14,0.2048,4,2.3190
0.4909,0.8909,0.1585,3.9631,0.1216,1,15,0.1350,5,2.3031
0.4909,0.9091,0.1268,4.0265,0.1215,1,14,0.0674,5,2.2894
0.4909,0.9273,0.0951,4.0899,0.1220,1,14,0.0301,5,2.2777
0.4909,0.9455,0.0634,4.1534,0.1230,0,15,0.0856,5,2.2682
0.4909,0.9636,0.0317,4.2168,0.1247,1,14,0.1543,6,2.2609
0.4909,0.9818,-0.0000,4.2802,0.1271,1,14,0.1949,5,2.2558
0.5091,0.0000,1.7755,0.8877,0.1350,1,14,0.1063,5,2.2572
0.5091,0.0182,1.7438,0.9512,0.1388,1,14,0.1211,5,2.2566
0.5091,0.0364,1.7121,1.0146,0.1430,2,14,0.1675,6,2.2581
0.5091,0.0545,1.6804,1.0780,0.1474,2,14,0.2270,5,2.2619
0.5091,0.0727,1.6487,1.1414,0.1520,3,13,0.2916,5,2.2679
0.5091,0.0909,1.6170,1.2048,0.1564,3,14,0.3587,5,2.2761
0.5091,0.1091,1.5853,1.2682,0.1605,3,13,0.4269,5,2.2865
0.5091,0.1273,1.5535,1.3316,0.1642,3,14,0.4959,5,2.2990
0.5091,0.1455,1.5218,1.3950,0.1672,3,15,0.5420,6,2.3137
0.5091,0.1636,1.4901,1.4584,0.1695,3,15,0.5169,6,2.3058
0.5091,0.1818,1.4584,1.5218,0.1711,3,15,0.4720,5,2.2948
0.5091,0.2000,1.4267,1.5853,0.1721,3,16,0.4341,4,2.2859
0.5091,0.2182,1.3950,1.6487,0.1726,3,15,0.4052,4,2.2792
